Order,Level,short_code,long_code,long_parent,code,parent,description
925382,3,30400,30400000080,30021000090,3.04,3,Fish fillets and other fish meat  whether or not minced  fresh  chilled or frozen
925383,4,30431,30431000010,30400000080,,3.04,
925384,5,30431,30431000080,30431000010,304.31,,"Fresh or chilled fillets of tilapia ""Oreochromis spp."""
925385,5,30432,30432000080,30431000010,304.32,,"Fresh or chilled fillets of catfish ""Pangasius spp.  Silurus spp.  Clarias spp.  .ctalurus spp."""
925386,5,30433,30433000080,30431000010,304.33,,"Fresh or chilled fillets of Nile perch ""Lates niloticus"""
925387,5,30439,30439000080,30431000010,304.39,,"Fresh or chilled fillets of carp ""Cyprinus carpio  Carassius carassius  Ctenopharyngodon idellus  Hypophthalmichthys spp.  Cirrhinus spp.  Mylopharyngodon piceus""   eels ""Anguilla spp."" and snakeheads ""Channa spp."""
925388,4,30441,30441000010,30400000080,,3.04,
925389,5,30441,30441000080,30441000010,304.41,,"Fresh or chilled fillets of Pacific salmon ""Oncorhynchus nerka  Oncorhynchus gorbuscha  Oncorhynchus keta  Oncorhynchus tschawytscha  Oncorhynchus kisutch  Oncorhynchus masou and Oncorhynchus rhodurus""  Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"""
925390,5,30442,30442000080,30441000010,304.42,,"Fresh or chilled fillets of trout ""Salmo trutta  Oncorhynchus mykiss  Oncorhynchus clarki  Oncorhynchus aguabonita  Oncorhynchus gilae  Oncorhynchus apache and Oncorhynchus chrysogaster"""
925391,5,30443,30443000080,30441000010,304.43,,"Fresh or chilled fillets of flat fish ""Pleuronectidae  Bothidae  Cynoglossidae  Soleidae  Scophthalmidae and Citharidae"""
925392,5,30444,30444000080,30441000010,304.44,,Fresh or chilled fillets of fish of the families Bregmacerotidae  Euclichthyidae  Gadidae  Macrouridae  Melanonidae  Merlucciidae  Moridae and Muraenolepididae
925393,5,30445,30445000080,30441000010,304.45,,"Fresh or chilled fillets of swordfish ""Xiphias gladius"""
925394,5,30446,30446000080,30441000010,304.46,,"Fresh or chilled fillets of toothfish ""Dissostichus spp."""
925395,5,30449,30449000080,30441000010,304.49,,Fresh or chilled fillets of fish  n.e.s.
925396,4,30451,30451000010,30400000080,,3.04,
925397,5,30451,30451000080,30451000010,304.51,,"Fresh or chilled meat  whether or not minced  of tilapia ""Oreochromis spp.""  catfish ""Pangasius spp.  Silurus spp.  Clarias spp.  .ctalurus spp.""  carp ""Cyprinus carpio  Carassius carassius  Ctenopharyngodon idellus  Hypophthalmichthys spp.  Cirrhinus spp.  Mylopharyngodon piceus""  eels ""Anguilla spp.""  Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."" (excl. fillets)"
925398,5,30452,30452000080,30451000010,304.52,,Fresh or chilled meat  whether or not minced  of salmonidae (excl. fillets)
925399,5,30453,30453000080,30451000010,304.53,,Fresh or chilled meat  whether or not minced  of fish of the families Bregmacerotidae  Euclichthyidae  Gadidae  Macrouridae  Melanonidae  Merlucciidae  Moridae and Muraenolepididae (excl. fillets)
925400,5,30454,30454000080,30451000010,304.54,,"Fresh or chilled meat  whether or not minced  of swordfish ""Xiphias gladius"" (excl. fillets)"
925401,5,30455,30455000080,30451000010,304.55,,"Fresh or chilled meat  whether or not minced  of toothfish ""Dissostichus spp."" (excl. fillets)"
925402,5,30459,30459000080,30451000010,304.59,,Fresh or chilled fish meat  whether or not minced (excl. all fillets  tilapias  catfish  carp  eels  Nile perch  snakeheads  salmonidae  swordfish  toothfish and fish of the families Bregmacerotidae  Euclichthyidae  Gadidae  Macrouridae  Melanonidae  Merlucciidae  Moridae and Muraenolepididae)
925403,4,30461,30461000010,30400000080,,3.04,
925404,5,30461,30461000080,30461000010,304.61,,"Frozen fillets of tilapia ""Oreochromis spp."""
925405,5,30462,30462000080,30461000010,304.62,,"Frozen fillets of catfish ""Pangasius spp.  Silurus spp.  Clarias spp.  .ctalurus spp."""
925406,5,30463,30463000080,30461000010,304.63,,"Frozen fillets of Nile perch ""Lates niloticus"""
925407,5,30469,30469000080,30461000010,304.69,,"Frozen fillets of carp ""Cyprinus carpio  Carassius carassius  Ctenopharyngodon idellus  Hypophthalmichthys spp.  Cirrhinus spp.  Mylopharyngodon piceus""  eels ""Anguilla spp."" and snakeheads ""Channa spp."""
925408,4,30471,30471000010,30400000080,,3.04,
925409,5,30471,30471000080,30471000010,304.71,,"Frozen fillets of cod ""Gadus morhua  Gadus ogac  Gadus macrocephalus"""
925410,5,30472,30472000080,30471000010,304.72,,"Frozen fillets of haddock ""Melanogrammus aeglefinus"""
925411,5,30473,30473000080,30471000010,304.73,,"Frozen fillets of coalfish ""Pollachius virens"""
925412,5,30474,30474000080,30471000010,304.74,,"Frozen fillets of hake ""Merluccius spp.  Urophycis spp."""
925413,5,30475,30475000080,30471000010,304.75,,"Frozen fillets of Alaska pollack ""Theragra chalcogramma"""
925414,5,30479,30479000080,30471000010,304.79,,Frozen fillets of fish of the families Bregmacerotidae  Euclichthyidae  Gadidae  Macrouridae  Melanonidae  Merlucciidae  Moridae and Muraenolepididae (excl. cod  haddock  coalfish  hake and Alaska pollack)
925415,4,30481,30481000010,30400000080,,3.04,
925416,5,30481,30481000080,30481000010,304.81,,"Frozen fillets of Pacific salmon ""Oncorhynchus nerka  Oncorhynchus gorbuscha  Oncorhynchus keta  Oncorhynchus tschawytscha  Oncorhynchus kisutch  Oncorhynchus masou and Oncorhynchus rhodurus""  Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"""
925417,5,30482,30482000080,30481000010,304.82,,"Frozen fillets of trout ""Salmo trutta  Oncorhynchus mykiss  Oncorhynchus clarki  Oncorhynchus aguabonita  Oncorhynchus gilae  Oncorhynchus apache and Oncorhynchus chrysogaster"""
925418,5,30483,30483000080,30481000010,304.83,,"Frozen fillets of flat fish ""Pleuronectidae  Bothidae  Cynoglossidae  Soleidae  Scophthalmidae and Citharidae"""
925419,5,30484,30484000080,30481000010,304.84,,"Frozen fillets of swordfish ""Xiphias gladius"""
925420,5,30485,30485000080,30481000010,304.85,,"Frozen fillets of toothfish ""Dissostichus spp."""
925421,5,30486,30486000080,30481000010,304.86,,"Frozen fillets of herring ""Clupea harengus  Clupea pallasii"""
925422,5,30487,30487000080,30481000010,304.87,,"Frozen fillets of tuna ""of the genus Thunnus""  skipjack or stripe-bellied bonito ""Euthynnus [Katsuwonus] pelamis"""
925423,5,30489,30489000080,30481000010,304.89,,Frozen fish fillets  n.e.s.
925424,4,30491,30491000010,30400000080,,3.04,
925425,5,30491,30491000080,30491000010,304.91,,"Frozen meat  whether or not minced  of swordfish ""Xiphias gladius"" (excl. fillets)"
925426,5,30492,30492000080,30491000010,304.92,,"Frozen meat  whether or not minced  of toothfish ""Dissostichus spp."" (excl. fillets)"
925427,5,30493,30493000080,30491000010,304.93,,"Frozen meat  whether or not minced  of tilapia ""Oreochromis spp.""  catfish ""Pangasius spp.  Silurus spp.  Clarias spp.  .ctalurus spp.""  carp ""Cyprinus carpio  Carassius carassius  Ctenopharyngodon idellus  Hypophthalmichthys spp.  Cirrhinus spp.  Mylopharyngodon piceus""  eels ""Anguilla spp.""  Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."" (excl. fillets)"
925428,5,30494,30494000080,30491000010,304.94,,"Frozen meat  whether or not minced  of Alaska pollack ""Theragra chalcogramma"" (excl. fillets)"
925429,5,30495,30495000080,30491000010,304.95,,"Frozen meat  whether or not minced  of fish of the families Bregmacerotidae  Euclichthyidae  Gadidae  Macrouridae  Melanonidae  Merlucciidae  Moridae and Muraenolepididae (excl. fillets and Alaska pollack ""Theragra chalcogramma"")"
925430,5,30499,30499000080,30491000010,304.99,,Frozen fish meat n.e.s. (excl. fillets)
925431,3,30500,30500000080,30021000090,3.05,3,Fish  fit for human consumption  dried  salted or in brine; smoked fish  fit for human consumption  whether or not cooked before or during the smoking process; flours  meals and pellets of fish  fit for human consumption
925432,4,30510,30510000080,30500000080,305.1,3.05,Flours  meals and pellets of fish  fit for human consumption
925433,4,30520,30520000080,30500000080,305.2,3.05,Fish livers and roes  dried  smoked  salted or in brine
925434,4,30531,30531000010,30500000080,,3.05,
925435,5,30531,30531000080,30531000010,305.31,,"Fillets  dried  salted or in brine  but not smoked  of tilapia ""Oreochromis spp.""  catfish ""Pangasius spp.  Silurus spp.  Clarias spp.  .ctalurus spp.""  carp ""Cyprinus carpio  Carassius carassius  Ctenopharyngodon idellus  Hypophthalmichthys spp.  Cirrhinus spp.  Mylopharyngodon piceus""  eels ""Anguilla spp.""  Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."""
925436,5,30532,30532000080,30531000010,305.32,,Fillets  dried  salted or in brine  but not smoked  of fish of the families Bregmacerotidae  Euclichthyidae  Gadidae  Macrouridae  Melanonidae  Merlucciidae  Moridae and Muraenolepididae
925437,5,30539,30539000080,30531000010,305.39,,Fish fillets  dried  salted or in brine  but not smoked (excl. tilapia  catfish  carp  eels  Nile perch  snakeheads and fish of the families Bregmacerotidae  Euclichthyidae  Gadidae  Macrouridae  Melanonidae  Merlucciidae  Moridae and Muraenolepididae)
925438,4,30541,30541000010,30500000080,,3.05,
925439,5,30541,30541000080,30541000010,305.41,,"Smoked Pacific salmon ""Oncorhynchus nerka  Oncorhynchus gorbuscha  Oncorhynchus keta  Oncorhynchus tschawytscha  Oncorhynchus kisutch  Oncorhynchus masou and Oncorhynchus rhodurus""  Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""  incl. fillets (excl. offal)"
925440,5,30542,30542000080,30541000010,305.42,,"Smoked herring ""Clupea harengus  Clupea pallasii""  incl. fillets (excl. offal)"
925441,5,30543,30543000080,30541000010,305.43,,"Smoked trout ""Salmo trutta  Oncorhynchus mykiss  Oncorhynchus clarki  Oncorhynchus aguabonita  Oncorhynchus gilae  Oncorhynchus apache and Oncorhynchus chrysogaster""  incl. fillets (excl. offal)"
925442,5,30544,30544000080,30541000010,305.44,,"Smoked tilapia ""Oreochromis spp.""  catfish ""Pangasius spp.  Silurus spp.  Clarias spp.  .ctalurus spp.""  carp ""Cyprinus carpio  Carassius carassius  Ctenopharyngodon idellus  Hypophthalmichthys spp.  Cirrhinus spp.  Mylopharyngodon piceus""  eels ""Anguilla spp.""  Nile perch ""Lates niloticus"" and snakeheads ""Channa spp.""  incl. fillets (excl. offal)"
925443,5,30549,30549000080,30541000010,305.49,,Smoked fish  incl. fillets (excl. offal  Pacific salmon  Atlantic salmon  Danube salmon  herring  trout  tilapia  catfish  carp  eels  Nile perch and snakeheads)
925444,4,30551,30551000010,30500000080,,3.05,
925445,5,30551,30551000080,30551000010,305.51,,"Dried cod ""Gadus morhua  Gadus ogac  Gadus macrocephalus""  even salted  not smoked (excl. fillets and offal)"
925446,5,30559,30559000080,30551000010,305.59,,Dried fish  even salted but not smoked (excl. fillets  offal and cod)
925447,4,30561,30561000010,30500000080,,3.05,
925448,5,30561,30561000080,30561000010,305.61,,Herring (Clupea harengus  Clupea pallasii)  only salted or in brine (excl. fillets and offal)
925449,5,30562,30562000080,30561000010,305.62,,"Cod ""Gadus morhua  Gadus ogac  Gadus macrocephalus""  salted or in brine only (excl. fillets and offal)"
925450,5,30563,30563000080,30561000010,305.63,,"Anchovies ""Engraulis spp.""  salted or in brine only (excl. fillets and offal)"
925451,5,30564,30564000080,30561000010,305.64,,"Tilapia ""Oreochromis spp.""  catfish ""Pangasius spp.  Silurus spp.  Clarias spp.  .ctalurus spp.""  carp ""Cyprinus carpio  Carassius carassius  Ctenopharyngodon idellus  Hypophthalmichthys spp.  Cirrhinus spp.  Mylopharyngodon piceus""  eels ""Anguilla spp.""  Nile perch ""Lates niloticus"" and snakeheads ""Channa spp.""  salted or in brine only (excl. fillets and offal)"
925452,5,30569,30569000080,30561000010,305.69,,Fish  salted or in brine only (excl. fillets  offal  herring  cod  anchovies  tilapia  catfish  carp  eels  Nile perch and snakeheads)
925453,4,30571,30571000010,30500000080,,3.05,
925454,5,30571,30571000080,30571000010,305.71,,Shark fins  smoked  dried  salted or in brine
925455,5,30572,30572000080,30571000010,305.72,,Fish heads  tails and maws  smoked  dried  salted or in brine
925456,5,30579,30579000080,30571000010,305.79,,Fish fins and other edible fish offal  smoked  dried  salted or in brine (excl. heads  tails  maws and shark fins)
925457,3,30600,30600000080,30021000090,3.06,3,Crustaceans  whether in shell or not  live  fresh  chilled  frozen  dried  salted or in brine  even smoked  incl. crustaceans in shell cooked by steaming or by boiling in water; flours  meals and pellets of crustaceans  fit for human consumption
925458,4,30611,30611000010,30600000080,,3.06,
925459,5,30611,30611000080,30611000010,306.11,,"Frozen rock lobster and other sea crawfish ""Palinurus spp.""  ""Panulirus spp."" and ""Jasus spp.""  even smoked  whether in shell or not  incl. rock lobster and other sea crawfish in shell  cooked by steaming or by boiling in water"
925460,5,30612,30612000080,30611000010,306.12,,"Frozen lobsters ""Homarus spp.""  even smoked  whether in shell or not  incl. lobsters in shell  cooked by steaming or by boiling in water"
925461,5,30614,30614000080,30611000010,306.14,,Frozen crabs  even smoked  whether in shell or not  incl. crabs in shell  cooked by steaming or by boiling in water
925462,5,30615,30615000080,30611000010,306.15,,"Frozen Norway lobsters ""Nephrops norvegicus""  even smoked  whether in shell or not  incl. lobsters in shell  cooked by steaming or by boiling in water"
925463,5,30616,30616000080,30611000010,306.16,,"Frozen cold-water shrimps and prawns ""Pandalus spp.  Crangon crangon""  even smoked  whether in shell or not  incl. shrimps and prawns in shell  cooked by steaming or by boiling in water"
925464,5,30617,30617000080,30611000010,306.17,,Frozen shrimps and prawns  even smoked  whether in shell or not  incl. shrimps and prawns in shell  cooked by steaming or by boiling in water (excl. cold-water shrimps and prawns)
925465,5,30619,30619000080,30611000010,306.19,,Frozen crustaceans  even smoked  fit for human consumption  whether in shell or not  incl. crustaceans in shell  cooked beforehand by steaming or by boiling in water (excl. rock lobster and other sea crawfish  lobsters  crabs  Norway lobsters  shrimps and prawns); frozen flours  meals  and pellets of crustaceans  even smoked  fit for human consumption
925466,4,30621,30621000010,30600000080,,3.06,
925467,5,30621,30621000080,30621000010,306.21,,"Rock lobster and other sea crawfish ""Palinurus spp.  Panulirus spp. and Jasus spp.""  even smoked  whether in shell or not  live  fresh  chilled  dried  salted or in brine  incl. in shell  cooked by steaming or by boiling in water"
925468,5,30622,30622000080,30621000010,306.22,,"Lobsters ""Homarus spp.""  even smoked  whether in shell or not  live  fresh  chilled  dried  salted or in brine  incl. lobsters in shell  cooked by steaming or by boiling in water"
925469,5,30624,30624000080,30621000010,306.24,,Crabs  even smoked  whether in shell or not  live  fresh  chilled  dried  salted or in brine  incl. crabs in shell  cooked by steaming or by boiling in water
925470,5,30625,30625000080,30621000010,306.25,,"Norway lobsters ""Nephrops norvegicus""  even smoked  whether in shell or not  live  fresh  chilled  dried  salted or in brine  incl. lobsters in shell  cooked by steaming or by boiling in water"
925471,5,30626,30626000080,30621000010,306.26,,"Cold-water shrimps and prawns ""Pandalus spp.  Crangon crangon""  even smoked  whether in shell or not  live  fresh  chilled  dried  salted or in brine  incl. shrimps and prawns in shell  cooked by steaming or by boiling in water"
925472,5,30627,30627000080,30621000010,306.27,,Shrimps and prawns  even smoked  whether in shell or not  live  fresh  chilled  dried  salted or in brine  incl. shrimps and prawns in shell  cooked by steaming or by boiling in water (excl. cold-water shrimps and prawns)
925473,5,30629,30629000080,30621000010,306.29,,Crustaceans  even smoked  fit for human consumption  whether in shell or not  live  fresh  chilled  dried  salted or in brine  incl. crustaceans in shell  cooked by steaming or by boiling in water (excl. rock lobster and other sea crawfish  lobsters  crabs  Norway lobsters  shrimps and prawns); flours  meals and pellets of crustaceans  even smoked  fit for human consumption
